CNN,CODE,CNN_1,STREET1,STREET2,DETECTION,STREET3,SUP_DIST,STREET4,VEH_ACTUAT,PED_SIGNAL,PED_ACTUAT,TBC,PREEMPT_PR,D_ATE2070,PROJECT_NE,PROJECT_OL,UPGRADED,YR_OF_CONT,LAST_UPGRA,NEW_SIGNAL,MOD_PROJEC,FULL_UPGRA,BEACON_FLA,FUNDING,RLCAM,STARTYEAR,CALTRANS_R,CALTRANS,PERCENT_C,SF,PERCENT_SF,PERCENT_PO,APS,shape,SF Find Neighborhoods 2,Current Police Districts 2,Current Supervisor Districts 2,Analysis Neighborhoods 2,Neighborhoods
23907000,,23907000,04TH ST,CLARA,,,6,,,ALL,,GPS,,,,,FULL DONE,,1999,NONE,NONE,DONE,NONE,FEDS,,1986,,,0,,0,0,,POINT (-122.40014 37.78121),32,1,10,34,32
33338000,,33338000,BRAZIL,MANSELL,,,10,,,n.a.,YES,GPS,,,,Mansell Streetscape,BEACON DONE,,0,NONE,NONE,NONE,DONE,,,2017,,,0,,0,0,,POINT (-122.42246 37.717884),73,9,9,19,73
21552000,,21552000,ACTON,MISSION,OPTICOM,SICKLES,11,,WIRELESS,ALL,YES,GPS,FIRE PREEMPT,,,Walk First PCS,FULL DONE,,0,NONE,NONE,DONE,NONE,SFMTA PROP-A,,1970,,,0,,0,0,APS ENAV 2WIRE WF PCS (8),POINT (-122.45265 37.7088),58,9,1,7,58
11935000,,11935000,SILVER,MIDBLOCK AT,,REVERE,10,THOMAS,,n.a.,,GPS,,,,,B&F,,0,NONE,NONE,NONE,DONE,,,1997,,,0,,0,0,,POINT (-122.399536 37.735962),87,2,9,1,87
25156000,,25156000,HYDE,POST,OPTICOM,,3;6,,,ALL,,GPS,TSP;FIRE PREEMPT,,Signal Visibility Upgrades Ph 1,TENDERLOIN,MOD AFTER FULL PENDING,2-Jan,0,NONE,PENDING,DONE,NONE,SALES TAX,,1957,,,0,,0,0,,POINT (-122.416626 37.78724),50,6,10,36,50
23383000,,23383000,SUNSET,ULLOA,,,4,,WIRELESS,ALL,YES,GPS,,,,Sunset New Signals,NEW DONE,,2013,DONE,,,,,,2013,,,0,,0,0,APS ENAV 2WIRE SUNSET (10),POINT (-122.4943 37.740353),40,10,7,35,40
20234000,,20234000,03RD ST,BURKE,VETAG,,10,,VIDEO,ALL,YES,GPS,TSP;HEAVY RAIL PREEMPT,,,3RDLRP,NEW DONE,1-Oct,2005,DONE,NONE,NONE,NONE,MUNI,,2005,,,0,,0,0,,POINT (-122.387115 37.745064),76,2,9,1,76
25089000,,25089000,PINE,TAYLOR,,,3,,,ALL,,GPS,,,CT 36,PINE,MOD AFTER FULL FUTURE,Oct-00,0,NONE,FUTURE,DONE,NONE,SALES TAX,,1949,,,0,,0,0,,POINT (-122.412254 37.79067),50,6,3,21,50
21735000,,21735000,FRANCE,MISSION,,,11,,,PENDING,YES,GPS,,,MISSION-GENEVA,,NEW PENDING,,0,PENDING,NONE,NONE,DONE,GO Bond,,0,,,0,,0,0,PENDING,POINT (-122.43832 37.72001),90,9,1,7,90
24436000,,24436000,HAYES,POLK,,,6,,,ALL,,GPS,,,Signal Visibility Upgrades Ph 1,TENDERLOIN,MOD AFTER FULL PENDING,2-Jan,0,NONE,PENDING,DONE,NONE,SALES TAX,YES,1953,,,0,,0,0,,POINT (-122.41803 37.777508),21,4,10,36,21
50158000,,50158000,EMBARCADERO,GREEN,VETAG,,3,,LOOPS,ALL,YES,GPS,TSP,,,N EMB,NEW DONE,,1995,,,,,FEDS,,1995,,,0,,0,100,,POINT (-122.39912 37.80089),77,6,3,8,77
25486000,,25486000,JEFFERSON,MASON,VETAG,,3,,,ALL,,GPS,TSP,,,F-LINE,NEW DONE,,1998,,,,,MUNI,,1998,,,0,,0,0,PENDING,POINT (-122.414154 37.808414),99,6,3,23,99
20504000,,20504000,03RD ST,LANE,VETAG,VAN DYKE,10,WILLIAMS,VIDEO,ALL,YES,GPS,TSP;TRANSIT PREEMPT,,,3RDLRP,FULL DONE,1-Oct,2005,NONE,NONE,DONE,NONE,MUNI,,1950,,,0,,0,0,APS_4WIRE_PH1 (16),POINT (-122.39261 37.729275),86,2,9,1,86
21507000,,21507000,FLORENTINE,MISSION,,,11,,,n.a.,YES,GPS,,,,,BEACON DONE,,0,NONE,NONE,NONE,DONE,,,2020,,,0,,0,0,,POINT (-122.44394 37.713356),58,9,1,7,58
24586000,,24586000,FOLSOM,MABINI,,,6,,,ALL,,GPS,,,,CT 63,NEW DONE,,2018,DONE,NONE,NONE,NONE,SALES TAX,,2018,,,0,,0,0,APS ENAV 2WIRE CT63 (6),POINT (-122.40036 37.78264),32,1,10,34,32
27839000,,27839000,29TH AVE,GEARY,OPTICOM,,1,,,ALL,,GPS,TSP;FIRE PREEMPT,,Signal Visibility Upgrades Ph 1,MUNI MR-1139,MOD PENDING,,0,NONE,PENDING,DONE,NONE,,,1959,,,0,,0,0,,POINT (-122.489 37.779884),8,8,4,29,8
26053000,,26053000,DIVISADERO,HAYES,,,5,,,ALL,,GPS,,,,,NONE,,0,,,,,,,1967,,,0,,0,0,,POINT (-122.43778 37.774986),23,4,11,9,23
23889000,,23889000,05TH ST,BRYANT,OPTICOM,US I-80 ON RAMP,6,,,ALL,,GPS,FIRE PREEMPT,,,BRYANT,FULL DONE,Jun-96,1998,NONE,NONE,DONE,NONE,FEDS,,1955,80(a),,20,X,80,0,PENDING,POINT (-122.40028 37.777794),32,1,10,34,32
34168000,,34168000,04TH ST,LONG BRIDGE,,,6,,,,,GPS,,,,,,,0,,,,,,,0,,,0,,0,0,,POINT (-122.39142 37.77346),34,1,10,4,34
24115000,,24115000,22ND ST,VALENCIA,,,8;9,,,ALL,,GPS,,,,VALENCIA,FULL DONE,,1995,NONE,NONE,DONE,NONE,SALES TAX,,1953,,,0,,0,0,,POINT (-122.42095 37.75529),53,3,2,20,53
24054000,,24054000,17TH ST,HARRISON,,,9,,,ALL,,GPS,,,16TH STREET,,NEW DONE,,0,DONE,NONE,NONE,NONE,,,2020,,,0,,0,0,APS ENAV WIRE 16TH ST (8),POINT (-122.41299 37.764088),53,3,2,20,53
24467000,,24467000,FRANKLIN,MCALLISTER,OPTICOM,,5,,,ALL,,GPS,FIRE PREEMPT,,,Franklin Upgrade; CENTRAL FWY,FULL DONE,,0,NONE,DONE,DONE,NONE,SALES TAX,,1953,,,0,,0,0,APS ENAV 2WIRE FRANKLIN (8),POINT (-122.421875 37.779884),21,4,11,9,21
26036000,,26036000,BRODERICK,OAK,,,5,,,ALL,,GPS,,,,HES,FULL DONE,Jul-00,0,NONE,NONE,DONE,NONE,SALES TAX,,1955,,,0,,0,0,,POINT (-122.43907 37.77292),112,7,11,3,112
11928000,,11928000,SILVER,MIDBLOCK AT,,ELMIRA,10,LEDYARD,,n.a.,,GPS,,,,,B&F,,0,NONE,NONE,NONE,DONE,,,1997,,,0,,0,0,,POINT (-122.40314 37.73387),87,2,9,1,87
23937000,,23937000,05TH ST,FOLSOM,OPTICOM GPS AND BUTTON,,6,,,ALL,,GPS,TSP;FIRE PREEMPT,,,FOLSOM,FULL DONE,,1999,NONE,NONE,DONE,NONE,SALES TAX,,1956,,,0,,0,0,,POINT (-122.40337 37.78026),32,1,10,34,32
26551000,,26551000,GREEN,VAN NESS,,,2;3,,,ALL,,GPS,,,VAN NESS BRT,,FULL DONE,21-Apr,2021,NONE,DONE,DONE,NONE,FED/SALES TAX,,1948,101(b),,50,X,50,0,PENDING,POINT (-122.42378 37.79761),105,4,3,32,105
24599000,,24599000,MINNA,NEW MONTGOMERY,,,6,,,PENDING,,GPS,,,CT 65,,NEW PENDING,,0,PENDING,NONE,NONE,NONE,Transbay District,,0,,,0,,0,0,,POINT (-122.39996 37.787006),32,1,10,8,32
25671000,,25671000,20TH ST,GUERRERO,,,8,,,ALL,,GPS,,,,Walk First PCS; CT 21,FULL AFTER MOD DONE,,0,NONE,DONE,DONE,NONE,SFMTA Bond,,1953,,,0,,0,0,PENDING,POINT (-122.42348 37.758358),52,3,5,20,52
1024000,,1024000,PANORAMA,MIDBLOCK AT,,OLYMPIA,7,STARVIEW,,N.A.,,GPS,,,,,,,0,,,,,,,2016,,,0,,0,0,,POINT (-122.45205 37.751827),48,7,8,38,48
24979000,,24979000,PINE,STOCKTON,OPTICOM,,3,,,ALL,,GPS,FIRE PREEMPT,,,PINE,FULL DONE,Oct-00,0,NONE,NONE,DONE,NONE,SALES TAX,,1949,,,0,,0,0,,POINT (-122.40731 37.791294),104,6,3,8,104
24378000,,24378000,14TH ST,VALENCIA,,,8;9,,,ALL,,GPS,,,Signal Visibility Upgrades Ph 2,VALENCIA,MOD AFTER FULL FUTURE,,1995,NONE,FUTURE,DONE,NONE,SALES TAX,,1953,,,0,,0,0,,POINT (-122.42219 37.768135),53,3,2,20,53
24898000,,24898000,MARKET,MASON,,TURK,6,,,ALL,,GPS,,,BETTER MARKET - PHASE 1,,FULL PENDING,,0,NONE,NONE,PENDING,NONE,,,1953,,,0,,0,0,APS_4WIRE_MARKET (12),POINT (-122.408936 37.783283),32,5,10,34,32
25591000,,25591000,BEACH,TAYLOR,VETAG,,3,,,ALL,,GPS,TRANSIT PREEMPT,,,F-LINE,FULL DONE,,1998,NONE,NONE,DONE,NONE,MUNI,,1979,,,0,,0,0,,POINT (-122.4156 37.80727),99,6,3,23,99
20421000,,20421000,GENEVA,SANTOS,,,10,,,ALL,,GPS,,,,,NONE,,0,NONE,NONE,NONE,NONE,,,9999,,,0,,0,0,,POINT (-122.42007 37.708305),,,9,,
26643000,,26643000,DIVISADERO,PINE,,,2,,,ALL,,GPS,,,,PINE,FULL DONE,Oct-00,0,NONE,NONE,DONE,NONE,SALES TAX,,1949,,,0,,0,0,,POINT (-122.44024 37.78711),103,4,6,30,103
21827000,,21827000,MISSION,RICHLAND,OPTICOM,,8;9,,,ALL,,GPS,TSP;FIRE PREEMPT,,,OUTER MISSION,FULL DONE,,1999,NONE,NONE,DONE,NONE,SALES TAX,,1955,,,0,,0,0,,POINT (-122.42445 37.736057),61,9,2,2,61
24678000,,24678000,MONTGOMERY,SUTTER,OPTICOM,,3,,,ALL,,GPS,TSP;FIRE PREEMPT,,,,NONE,,0,,,,,,,1953,,,0,,0,0,,POINT (-122.402176 37.790035),108,6,3,8,108
33636000,,33636000,ALEMANY,CONGDON,,JUSTIN,11,,WIRELESS&LOOPS,SOME PHASES,YES,GPS,,,,,NONE,,0,,,,,,,1973,,,0,,0,0,,POINT (-122.42615 37.731163),94,9,1,7,94
25332000,,25332000,COLUMBUS,TRACY,OPTICOM,VALLEJO,3,,,ALL,,GPS,TSP;FIRE PREEMPT,,,COLUMBUS,FULL DONE,3-Jan,0,NONE,NONE,DONE,NONE,SALES TAX,,1976,,,0,,0,0,,POINT (-122.40786 37.79869),106,6,3,6,106
22516000,,22516000,ALEMANY,ARCH,,WORCESTER,7,,WIRELESS,ALL,YES,GPS,,,,CT 54,NEW DONE,1-Oct,2003,DONE,NONE,NONE,NONE,SALES TAX,,2003,,,0,,0,0,,POINT (-122.46702 37.71149),65,10,8,24,65
25163000,,25163000,HYDE,SUTTER,OPTICOM,,3,,,ALL,,GPS,TSP;FIRE PREEMPT,,,TENDERLOIN,FULL DONE,2-Jan,0,NONE,NONE,DONE,NONE,SALES TAX,,1967,,,0,,0,0,,POINT (-122.41682 37.788174),50,6,3,21,50
23650000,,23650000,18TH ST,MINNESOTA,,,10,,WIRELESS,ALL,YES,GPS,,,,,NEW DONE,,0,DONE,NONE,NONE,NONE,PRIVATE,,2020,,,0,,0,0,APS iNAV 2WIRE WF PCS (8),POINT (-122.390686 37.76292),55,2,9,26,55
33625000,,33625000,LYON,MARINA,,OLD MASON,2,,WIRELESS,SOME PHASES,,GPS,,,,,NONE,,0,,,,,STATE/CITY,,1985,,,0,,0,0,,POINT (-122.448265 37.804718),17,4,6,13,17
26695000,,26695000,CHESTNUT,VAN NESS,,,2,,,PENDING,,GPS,,,VAN NESS BRT,,FULL AFTER MOD PENDING,,0,,DONE,,,FED/SALES TAX,,1948,101(b),,50,X,50,0,PENDING,POINT (-122.42472 37.802277),107,4,6,32,107
24019000,,24019000,MARIPOSA,POTRERO,OPTICOM,,10,,,ALL,,GPS,TSP;FIRE PREEMPT,,,POTRERO,FULL DONE,3-Apr,0,NONE,NONE,DONE,NONE,SALES TAX,,1948,,,0,,0,0,,POINT (-122.407295 37.763184),,3,9,20,
26353000,,26353000,BAKER,FULTON,,,5,,,NONE,,GPS,,,,CT 22,MOD DONE,Jun-95,0,,DONE,,,SALES TAX,,1951,,,0,,0,0,,POINT (-122.441475 37.77643),24,7,11,9,24
33411000,,33411000,JUNIPERO SERRA,MERCEDES,,WINSTON,7,,WIRELESS&LOOPS,ALL,YES,GPS,,,,CT 21,FULL DONE,,1995,NONE,NONE,DONE,NONE,SALES TAX,,1951,,,0,,0,0,,POINT (-122.472046 37.726818),67,10,8,41,67
26715000,,26715000,GOUGH,LOMBARD,,,2,,,ALL,,GPS,,,,LOMBARD/RICHARDSON,FULL DONE,6-Jan,0,NONE,NONE,DONE,NONE,STATE/CITY,,1947,480(b),,50,X,50,0,PENDING,POINT (-122.42781 37.80088),15,4,6,13,15
26634000,,26634000,PIERCE,PINE,,,2;5,,,ALL,,GPS,,,,PINE,FULL DONE,Oct-00,0,NONE,NONE,DONE,NONE,SALES TAX,,1949,,,0,,0,0,,POINT (-122.43692 37.78753),103,4,11,30,103
11458101,,11458101,SAN JOSE,MIDBLOCK AT,,GENEVA,11,NIAGARA,,n.a.,,GPS,,,,,B&F,,0,NONE,NONE,NONE,DONE,,,0,,,0,,0,0,,POINT (-122.44709 37.720135),80,9,1,28,80
5674000,,5674000,FOLSOM,MIDBLOCK AT,,LANGTON,6,HALLAM,,N.A.,,GPS,,,,,,,0,,,,,,,0,,,0,,0,0,,POINT (-122.40861 37.776123),32,1,10,34,32
24571000,,24571000,DRUMM,WASHINGTON,,,3,,,ALL,,GPS,,,,SURFACE?,FULL DONE,Oct-99,0,NONE,NONE,DONE,NONE,FEDS,,1991,,,0,,0,0,,POINT (-122.39694 37.79634),108,6,3,8,108
26943000,,26943000,CALIFORNIA,SPRUCE,OPTICOM,,2,,,ALL,,GPS,TSP;FIRE PREEMPT,,Laurel Village,,FULL PENDING,,0,NONE,NONE,PENDING,NONE,,,1974,,,0,,0,0,PENDING,POINT (-122.45339 37.78641),11,8,6,31,11
24570000,,24570000,BROADWAY,EMBARCADERO,VETAG,,3,,LOOPS,ALL,YES,GPS,TSP,,Signal Visibility Upgrades Ph 2,N EMB,MOD AFTER FULL FUTURE,,1995,NONE,FUTURE,DONE,NONE,FEDS,,1992,,,0,,0,100,,POINT (-122.39766 37.79923),77,6,3,8,77
25914000,,25914000,FELL,OCTAVIA,,,5,,,ALL,,GPS,,,,FELL/OAK,FULL DONE,Jul-00,0,NONE,NONE,DONE,NONE,SALES TAX,,1955,,,0,,0,0,,POINT (-122.42431 37.77575),22,4,11,9,22
25603000,,25603000,24TH ST,GUERRERO,,,8,,,ALL,,GPS,,,,ABOVE GRADE; CT 21,MOD AFTER MOD DONE,10/14; 02/92,0,NONE,DONE,NONE,NONE,SALES TAX,,1953,,,0,,0,0,,POINT (-122.42287 37.75197),53,3,5,20,53
26502000,,26502000,GOUGH,SUTTER,OPTICOM,,2;5,,,ALL,,GPS,FIRE PREEMPT,,,Gough Future Upgrade,MOD DONE,,0,NONE,DONE,NONE,NONE,SALES TAX,,1953,,,0,,0,0,APS iNAV 3WIRE GOUGH (8),POINT (-122.42503 37.787125),100,4,6,39,100
27890000,,27890000,36TH AVE,GEARY,OPTICOM,,1,,,ALL,,GPS,FIRE PREEMPT,,Geary BRT Phase 2 (unfunded),,FULL FUTURE,,0,NONE,NONE,FUTURE,NONE,,,1950,,,0,,0,0,,POINT (-122.49651 37.779545),8,8,4,29,8
23313000,,23313000,OCEAN,SUNSET,,,7,,WIRELESS,ALL,YES,GPS,,,,PCS & APS Livable Streets,FULL DONE,,0,NONE,NONE,DONE,NONE,HSIP,,1965,,,0,,0,0,APS ENAV 2WIRE SUNSET (8),POINT (-122.493706 37.731903),43,10,8,35,43
23633000,,23633000,CESAR CHAVEZ,CONNECTICUT,,,10,,WIRELESS,ALL,YES,GPS,,,Signal Visibility Upgrades Ph 2,,MOD AFTER NEW FUTURE,,0,DONE,FUTURE,NONE,NONE,,,2003,,,0,,0,0,,POINT (-122.39626 37.74974),56,2,9,1,56
26528000,,26528000,OCTAVIA,PINE,,,2;5,,,ALL,,GPS,,,Signal Visibility Upgrades Ph 1,PINE,MOD AFTER FULL PENDING,Oct-00,0,NONE,PENDING,DONE,NONE,SALES TAX,,1949,,,0,,0,0,,POINT (-122.42705 37.78878),100,4,11,30,100
27697000,,27697000,NORIEGA,SUNSET,,,4,,,ALL,,GPS,,,,CT 31,MOD DONE,,0,,DONE,,,,,1965,,,0,,0,0,,POINT (-122.49522 37.75341),39,10,7,35,39
23781000,,23781000,16TH ST,SAN BRUNO,OPTICOM,,10,,WIRELESS,ALL,YES,GPS,TSP;FIRE PREEMPT,,16TH STREET,,NEW DONE,,0,DONE,NONE,NONE,NONE,,,2020,,,0,,0,0,APS ENAV 2WIRE 16TH ST (8),POINT (-122.40557 37.765896),54,3,9,20,54
25138000,,25138000,EDDY,HYDE,,,6,,,ALL,,GPS,,,,TENDERLOIN,FULL DONE,2-Jan,0,NONE,NONE,DONE,NONE,SALES TAX,,1969,,,0,,0,0,,POINT (-122.41587 37.783512),20,5,10,36,20
33738000,,33738000,LAKE MERCED,LAKE MERCED HILL,,,7,,WIRELESS,ALL,YES,GPS,,,,CT 59,NEW DONE,9-May,2009,,,,,SALES TAX,,2009,,,0,,0,0,,POINT (-122.48537 37.711315),43,10,8,16,43
22554000,,22554000,BROTHERHOOD,CHUMASERO,,THOMAS MORE,7,,WIRELESS&LOOPS,ALL,,GPS,,,,CT 16,NONE,,0,,,,,,,1980,,,0,,0,0,,POINT (-122.472725 37.71292),42,10,8,16,42
24134000,,24134000,17TH ST,FOLSOM,,,9,,,FUTURE,,GPS,,,CT 36,,FULL FUTURE,,0,NONE,NONE,FUTURE,NONE,,,1968,,,0,,0,0,,POINT (-122.41514 37.76369),53,3,2,20,53
24496000,,24496000,BEALE,FOLSOM,,,6,,,ALL,,GPS,,,,HES,FULL DONE,,1999,NONE,NONE,DONE,NONE,SALES TAX,,1972,,,0,,0,0,PENDING,POINT (-122.39271 37.78868),30,1,10,8,30
27707000,,27707000,LAWTON,SUNSET,,,4,,,ALL,,GPS,,,,Sunset PCS (STIP),FULL DONE,,0,NONE,NONE,DONE,NONE,HSIP,,1965,,,0,,0,0,APS_ENAV 4WIRE_SUNSET PCS (8),POINT (-122.495476 37.757133),39,10,7,35,39
27462000,,27462000,18TH AVE,FULTON,,,1,,LOOPS,ALL,YES,GPS,,,,CT 48,NEW DONE,,1998,,,,,SALES TAX,,1997,,,0,,0,0,,POINT (-122.476685 37.772907),9,8,4,12,9
25088000,,25088000,CALIFORNIA,TAYLOR,,,3,,,ALL,,GPS,,,,Walk First PCS; CT 31,MOD AFTER MOD DONE,,0,NONE,DONE,NONE,NONE,,,1967,,,0,,0,0,APS ENAV 4WIRE WF PCS (8),POINT (-122.412445 37.791622),16,6,3,21,16
27157000,,27157000,10TH AVE,LINCOLN,,,5,,,,,GPS,,,,,,,0,,,,,,,0,,,0,,0,0,,POINT (-122.4675 37.765873),109,10,11,14,109
24934000,,24934000,LEAVENWORTH,TURK,,,6,,,ALL,,GPS,,,,,NONE,,0,,,,,,,1955,,,0,,0,0,,POINT (-122.41404 37.78279),20,5,10,36,20
26553000,,26553000,FRANKLIN,VALLEJO,,,2,,,ALL,,GPS,,,,Franklin Upgrade,FULL DONE,,0,NONE,NONE,DONE,NONE,SALES TAX,,1964,,,0,,0,0,,POINT (-122.42524 37.796474),102,4,6,30,102
24506000,,24506000,BEALE,HOWARD,OPTICOM,,6,,,ALL,,GPS,TSP;FIRE PREEMPT,,,HOWARD,FULL DONE,,1999,NONE,NONE,DONE,NONE,SALES TAX,,1973,,,0,,0,0,APS_4WIRE_PH2 (8),POINT (-122.394264 37.78992),108,1,10,8,108
26042000,,26042000,FULTON,STEINER,,,5,,,PENDING,,GPS,,,Western Addition Phase 1,,FULL PENDING,,0,NONE,NONE,PENDING,NONE,,,1975,,,0,,0,0,PENDING,POINT (-122.433205 37.777485),23,4,11,9,23
12553111,,12553111,EMBARCADERO,MIDBLOCK AT,VETAG,FERRY BUILDING,3,WASHINGTON,LOOPS,ALL,YES,GPS,TSP,,,MID EMB,NEW DONE,,1999,DONE,NONE,NONE,NONE,FEDS,,2000,,,0,,0,100,,POINT (-122.394684 37.795868),108,6,3,8,108
20306000,,20306000,BAYSHORE,SUNNYDALE,VETAG,,10,,WIRELESS,ALL,YES,GPS,,,,3RDLRP,FULL DONE,1-Oct,2004,NONE,NONE,DONE,NONE,MUNI,,1952,,,0,,0,0,APS_2WIRE_PH1 (10),POINT (-122.4051 37.708847),89,9,9,1,89
27232000,,27232000,ARGUELLO,CLEMENT,OPTICOM,,1;2,,,ALL,,GPS,TSP;FIRE PREEMPT,,,ARGUELLO,FULL DONE,,0,NONE,NONE,DONE,NONE,,,1970,,,0,,0,0,APS iNAV 2WIRE ARGUELLO (6),POINT (-122.458984 37.783184),11,8,6,31,11
23245000,,23245000,EL MIRASOL,SLOAT,,,4;7,,,ALL,YES,GPS,,,,,CALTRANS,,0,,,,,,,2018,35,X,100,,0,0,APS HAWK,POINT (-122.485916 37.73424),62,10,8,35,62
25225000,,25225000,CALIFORNIA,VAN NESS,,,2;3,,,ALL,,GPS,,,VAN NESS BRT,,FULL DONE,21-Apr,2021,NONE,NONE,DONE,NONE,FED/SALES TAX,,1948,101(b),,50,X,50,0,PENDING,POINT (-122.42232 37.790363),105,4,3,21,105
21755000,,21755000,ALEMANY,OCEAN,,,11,,,SOME PHASES,,GPS,,,,Alemany Installed Conduit,MOD FUTURE,,0,,DONE,,,SALES TAX,,1947,,,0,,0,0,,POINT (-122.43742 37.723713),80,9,1,28,80
924102,,924102,19TH AVE,MIDBLOCK AT,,SLOAT,4;7,WAWONA,,N.A.,,GPS,,,,,,,0,,,,,,,0,,,0,,0,0,,POINT (-122.47516 37.736706),46,10,8,41,46
20313000,,20313000,BAYSHORE,LELAND,VETAG/OPTICOM,,10,,WIRELESS,ALL,YES,GPS,TSP;FIRE PREEMPT,,,3RDLRP,FULL DONE,1-Oct,2004,NONE,NONE,DONE,NONE,MUNI,,1951,,,0,,0,0,PENDING,POINT (-122.40363 37.711185),89,9,9,1,89
25712000,,25712000,18TH ST,CHURCH,VETAG,,8,,,ALL,,GPS,TRANSIT PREEMPT,,,TSI,FULL DONE,,2018,NONE,NONE,DONE,NONE,Prop B Go Bond,,1954,,,0,,0,0,APS ENAV 2WIRE TSI (9),POINT (-122.42834 37.761284),37,3,5,5,37
25968000,,25968000,FILLMORE,MCALLISTER,,,5,,,FUTURE,,GPS,,,Western Addition Phase 2,Fillmore/Haight Installed Conduit,FULL FUTURE,,0,NONE,NONE,FUTURE,NONE,,,1966,,,0,,0,0,FUTURE,POINT (-122.43175 37.778625),97,4,11,39,97
26592000,,26592000,FILLMORE,POST,OPTICOM,,5,,,ALL,,GPS,TSP;FIRE PREEMPT,,,,NONE,,0,,,,,,,1957,,,0,,0,0,,POINT (-122.43307 37.785145),101,4,11,15,101
26409000,,26409000,CLAYTON,HAIGHT,OPTICOM,,5,,,ALL,,GPS,TSP; FIRE PREEMPT,,Muni Forward 7 Haight,,NEW DONE,21-May,2021,DONE,NONE,NONE,NONE,SFMTA Bond,,2021,,,0,,0,0,,POINT (-122.44856 37.769794),25,7,11,3,25
25184000,,25184000,TURK,VAN NESS,BUTTON,,5;6,,,ALL,,GPS,TRANSIT PREEMPT,,VAN NESS BRT,CT 22,FULL AFTER MOD DONE,21-Apr,2021,NONE,DONE,DONE,NONE,FED/SALES TAX,,1948,101(b),,50,X,50,0,PENDING,POINT (-122.42062 37.781956),21,4,10,36,21
23562000,,23562000,20TH ST,ILLINOIS,,,10,,,FUTURE,,GPS,,,Pier 70 Development,,NEW FUTURE,,0,PENDING,NONE,NONE,DONE,PRIVATE,,0,,,0,,0,0,,POINT (-122.38756 37.760544),55,2,9,26,55
21768000,,21768000,EXCELSIOR,MISSION,OPTICOM,,11,,,ALL,,GPS,TSP;FIRE PREEMPT,,MISSION IV,,FULL FUTURE,,0,NONE,NONE,FUTURE,NONE,,,1951,,,0,,0,0,,POINT (-122.43361 37.72623),90,9,1,7,90
24685000,,24685000,CALIFORNIA,SANSOME,,,3,,,ALL,,GPS,,,,,NONE,,0,,,,,,,1957,,,0,,0,0,,POINT (-122.401115 37.793056),108,6,3,8,108
22079000,,22079000,DELANO,OCEAN,,,11,,,n.a.,YES,GPS,,,MUNI Forward As Needed,,BEACON DONE,,2020,NONE,NONE,NONE,DONE,,,2020,,,0,,0,0,,POINT (-122.44326 37.72308),80,9,1,28,80
26587000,,26587000,GEARY,WEBSTER,OPTICOM,,5,,,ALL,,GPS,TSP;FIRE PREEMPT,,Geary BRT Phase 1,,FULL DONE,21-Jan,2021,NONE,NONE,DONE,NONE,SALES TAX,,1961,,,0,,0,0,PENDING,POINT (-122.43119 37.784565),101,4,11,39,101
26909000,,26909000,BLAKE,GEARY,OPTICOM,,1;2,,,ALL,,GPS,TSP;FIRE PREEMPT,,,CT 59,NEW DONE,,2009,,,,,SALES TAX,,2009,,,0,,0,0,,POINT (-122.4511 37.78198),12,8,4,18,12
33708000,,33708000,BROTHERHOOD,CHURCH PARKING LOT (655),,,7,,LOOPS,ALL,,GPS,,,,CT 52/53,NEW DONE,1-Apr,2001,,,,,SALES TAX,,2001,,,0,,0,0,,POINT (-122.475464 37.714153),42,10,8,16,42
22268000,,22268000,CHENERY,ELK,,,8,,,n.a.,,GPS,,,,,B&F,,0,NONE,NONE,NONE,DONE,,,0,,,0,,0,0,,POINT (-122.43971 37.73588),96,9,5,10,96
27229000,,27229000,GEARY,PALM,OPTICOM,,1;2,,,ALL,,GPS,TSP;FIRE PREEMPT,,Geary BRT Phase 2 (unfunded),CT 61,NEW DONE,,2014,DONE,,,,,,2014,,,0,,0,0,APS ENAV 4WIRE CT61 (6),POINT (-122.45772 37.78131),12,8,4,18,12
24331000,,24331000,FULTON,HYDE,,,6,,,ALL,,GPS,,,,,NONE,,0,,,,,,,1959,,,0,,0,0,APS_4WIRE_PH2 (6),POINT (-122.415115 37.779785),21,5,10,36,21
26999000,,26999000,FRANCISCO,RICHARDSON,,,2,,LOOPS,ALL,YES,GPS,,,,LOMBARD/RICHARDSON,FULL DONE,6-Aug,0,NONE,NONE,DONE,NONE,STATE/CITY,,1947,480(b),,50,X,50,0,PENDING,POINT (-122.44712 37.80038),17,4,6,13,17
30039000,,30039000,BROADWAY,SANSOME,,,3,,,ALL,,GPS,,,,CT 33; Broadway Streetscape - Phase II,MOD AFTER FULL DONE,,0,NONE,DONE,DONE,NONE,SALES TAX,,1959,,,0,,0,0,,POINT (-122.402214 37.798424),106,6,3,8,106
25049000,,25049000,JACKSON,POWELL,MECHANICAL,,3,,,ALL,,GPS,CABLE CAR PREEMPTION,,,CT 26,MOD DONE,Jul-00,0,,DONE,,,SALES TAX,,1984,,,0,,0,0,,POINT (-122.40989 37.795612),104,6,3,6,104
23872000,,23872000,08TH ST,BRANNAN,OPTICOM,,6,,,ALL,,GPS,FIRE PREEMPT,,,BRANNAN/TOWNSEND,FULL DONE,1-Jan,2002,NONE,NONE,DONE,NONE,SALES TAX,,1957,,,0,,0,0,,POINT (-122.40541 37.77129),33,1,10,34,33
